616529412356354048,1977419539,{}
616529412356354048,993585120,{}
616529412356354048,222695674,{}
616529412356354048,536803217,{}
616529412356354048,474202929,{}
616529412356354048,1471615951,{}
616529412356354048,69190453,{}
616529412356354048,16007872,{}
616529412356354048,121656624,{}
616529412356354048,20852423,{}
616529412356354048,15726358,{}
1977419539,616573975745835008,{}
1977419539,616584967179513856,{}
1977419539,616627993192992768,{}
1977419539,616635594014392321,{}
1977419539,616636414915137536,{}
1977419539,616695633370443776,{}
1977419539,617102568536145920,{}
1977419539,617322181241008128,{}
1977419539,617473880051953664,{}
1977419539,617474144091770880,{}
1977419539,617491474955931648,{}
1977419539,617752619759484928,{}
1977419539,617802303462989824,{}
1977419539,617835885782937601,{}
1977419539,618025647894568960,{}
1977419539,618043219058786304,{}
1977419539,618079747394899968,{}
1977419539,618137987449163776,{}
1977419539,618141387087810560,{}
1977419539,618167488279216128,{}
1977419539,618572855752560640,{}
1977419539,618593411788988416,{}
1977419539,618624078392500224,{}
1977419539,618844272868110336,{}
1977419539,618853130231529472,{}
1977419539,618891496645902336,{}
1977419539,618894231956930560,{}
1977419539,618895997058461696,{}
1977419539,618917991011356672,{}
1977419539,618940988094939136,{}
1977419539,618962920991383553,{}
1977419539,619003745754595329,{}
1977419539,619113906330578949,{}
1977419539,619119353406095360,{}
1977419539,619174356808265728,{}
1977419539,619188764867362816,{}
1977419539,619200097218371584,{}
1977419539,619259717626413057,{}
1977419539,619602046740746240,{}
1977419539,619632708734431236,{}
1977419539,619643274144264192,{}
1977419539,619833354658017280,{}
993585120,617322181241008128,{}
993585120,617802303462989824,{}
993585120,618073529116950528,{}
993585120,618846921533296640,{}
993585120,618852490101063680,{}
993585120,618882203968258048,{}
222695674,616584967179513856,{}
222695674,616627993192992768,{}
222695674,616635594014392321,{}
222695674,616636414915137536,{}
222695674,616800433550458880,{}
222695674,617102568536145920,{}
222695674,617180345079693312,{}
222695674,617322181241008128,{}
222695674,617491474955931648,{}
222695674,617651512517373952,{}
222695674,617802303462989824,{}
222695674,617850781451046912,{}
222695674,618043219058786304,{}
222695674,618109079387422720,{}
222695674,618141387087810560,{}
222695674,618210139544223744,{}
222695674,618237648516198400,{}
222695674,618557738885382144,{}
222695674,618572855752560640,{}
222695674,618593411788988416,{}
222695674,618851691606077440,{}
222695674,618894231956930560,{}
222695674,618917991011356672,{}
222695674,618962920991383553,{}
222695674,619113906330578949,{}
222695674,619174356808265728,{}
222695674,619188764867362816,{}
222695674,619200097218371584,{}
222695674,619259717626413057,{}
222695674,619260933198622720,{}
222695674,619284509830217728,{}
222695674,619308734779629569,{}
222695674,619328571509731328,{}
222695674,619340154692481024,{}
222695674,619390837131075584,{}
222695674,619473303988793344,{}
222695674,619643274144264192,{}
536803217,616627993192992768,{}
