,0,1,2,3,4
0,0.0,0.0,0.0,127.0,0.0
0,7045.0,1.0,0.0,4203.0,1.0
0,0.0,0.0,0.0,266.0,0.0
0,0.0,0.0,0.0,7045.0,0.0
0,0.0,0.0,0.0,26062.0,0.0
0,0.0,0.0,0.0,3217.0,0.0
0,0.0,0.0,1.0,624.0,0.0
0,0.0,0.0,0.0,1978.0,0.0
0,0.0,0.0,0.0,16937.0,0.0
0,0.0,0.0,0.0,721.0,0.0
0,0.0,0.0,9.0,18161.0,0.0
0,0.0,0.0,0.0,245.0,0.0
0,2271.0,1.0,0.0,765.0,1.0
0,0.0,0.0,0.0,1248.0,0.0
