,0,1,2,3,4,5,6
149,0,0.0,0,0.0,0.0,123.0,POSITIVE
150,1,2.691355366562601e-05,2,5.382710733125202e-05,1.0,37156.0,POSITIVE
151,0,0.0,1,0.000655307994757536,0.0,1526.0,POSITIVE
152,0,0.0,0,0.0,0.0,2894.0,POSITIVE
153,0,0.0,0,0.0,0.0,728.0,POSITIVE
154,0,0.0,0,0.0,0.0,703.0,POSITIVE
155,1,0.002583979328165375,0,0.0,1.0,387.0,POSITIVE
156,1,0.002583979328165375,2,0.00516795865633075,1.0,387.0,POSITIVE
157,3,0.000365764447695684,3,0.000365764447695684,1.0,8202.0,POSITIVE
158,0,0.0,0,0.0,0.0,160.0,POSITIVE
159,0,0.0,2,0.07407407407407407,0.0,27.0,POSITIVE
160,2,5.860290670417253e-05,2,5.860290670417253e-05,1.0,34128.0,POSITIVE
161,0,0.0,0,0.0,0.0,16684.0,POSITIVE
162,0,0.0,0,0.0,0.0,993.0,POSITIVE
163,0,0.0,1,0.0008547008547008547,0.0,1170.0,POSITIVE
164,0,0.0,0,0.0,0.0,590.0,POSITIVE
165,0,0.0,0,0.0,0.0,26.0,POSITIVE
166,0,0.0,0,0.0,0.0,68.0,POSITIVE
167,1,0.00027277686852154935,0,0.0,1.0,3666.0,POSITIVE
168,0,0.0,0,0.0,0.0,26063.0,POSITIVE
169,0,0.0,0,0.0,0.0,2141.0,POSITIVE
170,1,0.0010449320794148381,1,0.0010449320794148381,1.0,957.0,POSITIVE
171,0,0.0,0,0.0,0.0,21.0,POSITIVE
172,0,0.0,1,0.00031084861672365556,0.0,3217.0,POSITIVE
173,1,0.0009478672985781991,0,0.0,1.0,1055.0,POSITIVE
174,0,0.0,0,0.0,0.0,1055.0,POSITIVE
175,0,0.0,1,0.0015503875968992248,0.0,645.0,POSITIVE
176,1,0.00013500742540839745,2,0.0002700148508167949,1.0,7407.0,POSITIVE
177,0,0.0,0,0.0,0.0,1108.0,POSITIVE
178,0,0.0,0,0.0,0.0,267.0,POSITIVE
179,2,0.002044989775051125,1,0.0010224948875255625,1.0,978.0,POSITIVE
180,0,0.0,0,0.0,0.0,1006.0,POSITIVE
181,0,0.0,0,0.0,0.0,703.0,POSITIVE
182,0,0.0,0,0.0,0.0,103.0,POSITIVE
183,0,0.0,0,0.0,0.0,111.0,POSITIVE
184,3,0.0005679666792881485,2,0.0003786444528587656,1.0,5282.0,POSITIVE
185,1,0.0017921146953405018,0,0.0,1.0,558.0,POSITIVE
186,0,0.0,0,0.0,0.0,352.0,POSITIVE
187,0,0.0,0,0.0,0.0,543.0,POSITIVE
188,0,0.0,0,0.0,0.0,575.0,POSITIVE
189,0,0.0,2,0.0016273393002441008,0.0,1229.0,POSITIVE
190,19,0.0001234158920695546,2,1.2991146533637326e-05,1.0,153951.0,POSITIVE
191,0,0.0,1,0.25,0.0,4.0,POSITIVE
192,0,0.0,0,0.0,0.0,440.0,POSITIVE
193,0,0.0,0,0.0,0.0,194.0,POSITIVE
194,0,0.0,2,0.001310615989515072,0.0,1526.0,POSITIVE
195,0,0.0,0,0.0,0.0,3151.0,POSITIVE
196,0,0.0,2,0.0012690355329949238,0.0,1576.0,POSITIVE
197,0,0.0,0,0.0,0.0,314.0,POSITIVE
198,2,0.002574002574002574,4,0.005148005148005148,1.0,777.0,POSITIVE
199,0,0.0,0,0.0,0.0,10.0,POSITIVE
200,0,0.0,0,0.0,0.0,8364.0,POSITIVE
201,0,0.0,0,0.0,0.0,797.0,POSITIVE
202,0,0.0,0,0.0,0.0,35.0,POSITIVE
203,4,0.0019880715705765406,0,0.0,1.0,2012.0,POSITIVE
204,0,0.0,0,0.0,0.0,10404.0,POSITIVE
205,0,0.0,1,9.611687812379854e-05,0.0,10404.0,POSITIVE
206,1,9.611687812379854e-05,2,0.00019223375624759708,1.0,10404.0,POSITIVE
207,0,0.0,0,0.0,0.0,1928.0,POSITIVE
208,0,0.0,0,0.0,0.0,16.0,POSITIVE
209,0,0.0,0,0.0,0.0,8004.0,POSITIVE
210,0,0.0,0,0.0,0.0,31992.0,POSITIVE
211,0,0.0,0,0.0,0.0,10672.0,POSITIVE
212,1,0.0007507507507507507,2,0.0015015015015015015,1.0,1332.0,POSITIVE
213,1,0.00013190871916633689,0,0.0,1.0,7581.0,POSITIVE
214,0,0.0,0,0.0,0.0,114.0,POSITIVE
215,0,0.0,0,0.0,0.0,76.0,POSITIVE
216,0,0.0,0,0.0,0.0,1468.0,POSITIVE
217,0,0.0,0,0.0,0.0,3151.0,POSITIVE
218,0,0.0,0,0.0,0.0,218.0,POSITIVE
